date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:15:05	130/130	---MCZ	200	added ('OK')	text/plain	date:Sat,%2007%20Jan%202023%2013:13:48%20GMT	https://elhelmnew2023.blogspot.com/robots.txt		(from )
15:15:05	46705/46705	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Jan%202023%2013:13:48%20GMT	https://elhelmnew2023.blogspot.com/	D:/New%20folder/elhelm/elhelmnew2023.blogspot.com/index.html	(from )
15:15:05	30627/30627	---M--	200	added ('OK')	text/css	date:Sat,%2007%20Jan%202023%2012:50:20%20GMT	https://www.blogger.com/static/v1/widgets/466517130-widget_css_bundle_rtl.css	D:/New%20folder/elhelm/www.blogger.com/static/v1/widgets/466517130-widget_css_bundle_rtl.css	(from https://elhelmnew2023.blogspot.com/)
15:15:06	1/1	---MC-	200	added ('OK')	text/css	date:Sat,%2007%20Jan%202023%2013:15:02%20GMT	https://www.blogger.com/dyn-css/authorization.css?targetBlogID=7526078128887274121&zx=5f99f3e3-ea50-4c64-b4e4-83da444c8e74	D:/New%20folder/elhelm/www.blogger.com/dyn-css/authorization6ff3.css	(from https://elhelmnew2023.blogspot.com/)
15:15:06	1217/1217	---MC-	200	added ('OK')	text/css	date:Sat,%2007%20Jan%202023%2013:15:03%20GMT	http://fonts.googleapis.com/earlyaccess/droidarabicnaskh.css	D:/New%20folder/elhelm/fonts.googleapis.com/earlyaccess/droidarabicnaskh.css	(from https://elhelmnew2023.blogspot.com/)
15:15:07	85589/85589	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/2.2.0/jquery.min.js	D:/New%20folder/elhelm/ajax.googleapis.com/ajax/libs/jquery/2.2.0/jquery.min.js	(from https://elhelmnew2023.blogspot.com/)
15:15:07	46789/46789	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jan%202023%2013:15:04%20GMT	https://elhelmnew2023.blogspot.com/img/like.png	D:/New%20folder/elhelm/elhelmnew2023.blogspot.com/img/like.4.delayed	(from https://elhelmnew2023.blogspot.com/)
15:15:08	180480/180480	---M--	200	added ('OK')	image/png	etag:%226183b574-2c100%22	https://www.thaqfny.com/wp-content/uploads/2021/10/12-1.png	D:/New%20folder/elhelm/www.thaqfny.com/wp-content/uploads/2021/10/12-1.png	(from https://elhelmnew2023.blogspot.com/)
15:15:08	35893/35893	---M--	200	added ('OK')	image/gif	etag:%22v53%22	https://1.bp.blogspot.com/-r1y-6gpuZ-g/Wxo9y9HQ6iI/AAAAAAAAAFI/W_nNcdC3IXIwCn5vmhNL2X18pwW4pBtvgCLcBGAs/s320/giphy+%25281%2529.gif	D:/New%20folder/elhelm/1.bp.blogspot.com/-r1y-6gpuZ-g/Wxo9y9HQ6iI/AAAAAAAAAFI/W_nNcdC3IXIwCn5vmhNL2X18pwW4pBtvgCLcBGAs/s320/giphy%20(1).gif	(from https://elhelmnew2023.blogspot.com/)
15:15:09	1820/1820	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Nov%202022%2000:40:30%20GMT	https://cdn0.iconfinder.com/data/icons/shift-free/32/Error-128.png	D:/New%20folder/elhelm/cdn0.iconfinder.com/data/icons/shift-free/32/781815.png	(from https://elhelmnew2023.blogspot.com/)
